cid,id
4100.0,0
4107.0,1
13290219.0,2
3038.0,3
1986.0,4
20298.0,5
9847786.0,6
9279.0,7
5748.0,8
6461.0,9
101587.0,10
6126.0,11
441344.0,12
11548.0,13
657201.0,14
21867154.0,14
12310714.0,15
174174.0,15
5593.0,16
6000.0,16
216457.0,17
444030.0,18
11519741.0,19
6114.0,20
11431811.0,21
9849808.0,22
22162.0,23
6060.0,24
187.0,24
5831.0,25
2551.0,25
5910.0,26
5909.0,27
66577068.0,28
25137844.0,28
2684.0,28
19004.0,29
16738693.0,30
5459110.0,31
23724781.0,31
4634.0,32
91505.0,33
66061.0,34
11693.0,35
3494.0,35
6284.0,36
5284631.0,37
60837.0,38
16134956.0,43
16157882.0,44
53396299.0,44
11125.0,45
2724118.0,46
3028194.0,46
216237.0,48
443894.0,48
216322.0,49
70788982.0,50
6918010.0,51
16132393.0,52
155817470.0,52
3034010.0,54
5717.0,55
23663996.0,56
16129703.0,57
16129704.0,58
118856773.0,59
135566083.0,60
92722.0,61
152951.0,61
16130295.0,66
5526.0,68
564.0,69
68844.0,70
6918132.0,71
5284627.0,72
656631.0,73
123607.0,74
6918092.0,75
9961878.0,76
62770.0,77
443939.0,78
51082.0,79
454216.0,80
636362.0,81
54891.0,82
5484727.0,83
54889.0,84
6917719.0,85
5462501.0,85
5362129.0,86
23666105.0,87
5362123.0,88
44093.0,89
441313.0,90
5362118.0,91
5362119.0,91
5388961.0,92
6850814.0,93
638678.0,94
5280723.0,95
149351.0,95
5311.0,96
37542.0,100
11557040.0,104
208908.0,104
6419902.0,106
157313.0,107
71473.0,108
63002.0,109
13770.0,110
5281066.0,111
6433334.0,112
6014.0,113
54360.0,114
5281067.0,115
5284451.0,116
55182.0,117
2678.0,117
5282402.0,118
14676.0,119
5281070.0,120
3957.0,121
5281068.0,122
5281069.0,123
54384.0,124
519514.0,125
71802.0,126
173612.0,127
65513.0,128
5282409.0,129
19371515.0,130
5284514.0,131
5284472.0,132
197066.0,133
91513.0,134
3658.0,134
124087.0,135
8980.0,136
5282139.0,137
11224.0,138
9066.0,139
158798.0,140
9955977.0,141
164521.0,142
66063.0,143
5282408.0,144
65463.0,145
10660.0,146
441281.0,146
5282485.0,147
14677.0,148
174697.0,149
3100.0,149
9568.0,150
83823.0,151
6048.0,152
5282318.0,153
110635.0,159
135438569.0,160
135413523.0,161
9869929.0,162
11954258.0,163
5282398.0,164
3389.0,165
4748.0,166
101584.0,167
4917.0,168
67356.0,169
54746.0,170
5281032.0,168
3388.0,171
5281082.0,172
667467.0,173
667466.0,173
66069.0,174
11954293.0,175
60795.0,176
9852746.0,177
71360.0,178
36207.0,179
441347.0,180
9883259.0,181
115237.0,182
941651.0,183
11954259.0,183
5568.0,184
45055432.0,185
16133812.0,186
23699544.0,187
11751549.0,188
3749.0,189
60846.0,190
11954381.0,191
130881.0,192
2540.0,193
5282474.0,194
65999.0,195
5281072.0,196
6915830.0,197
1349907.0,199
657298.0,200
38101.0,202
34359.0,202
11525740.0,203
6456015.0,204
5312125.0,206
6917787.0,207
9065.0,208
176871.0,211
123631.0,212
6047.0,213
6604100.0,214
25078429.0,219
25074887.0,219
49800010.0,220
11980076.0,221
16131215.0,222
16186010.0,223
16052011.0,224
25084151.0,225
23624131.0,226
25074469.0,227
23724914.0,228
657180.0,229
57363.0,230
60490.0,231
135413496.0,232
23663959.0,233
4075.0,234
135413505.0,235
5339.0,236
5359476.0,236
66007.0,237
101597.0,238
92151.0,239
197083.0,240
207841.0,241
66266.0,242
3000322.0,243
71177.0,244
122824.0,245
3246155.0,246
16757572.0,247
3062316.0,248
5328940.0,249
11167602.0,250
123596.0,251
135449331.0,253
2249.0,254
60656.0,255
441307.0,256
104769.0,257
71172.0,258
5281064.0,259
5284409.0,260
4828.0,261
656682.0,262
31477.0,262
65324.0,263
65340.0,264
4411.0,265
39147.0,265
62882.0,266
38010.0,267
66245.0,268
6440651.0,269
107952.0,270
2369.0,270
5281056.0,271
62937.0,272
6420057.0,273
9933004.0,274
36708.0,275
33624.0,276
21863269.0,278
197758.0,279
5462351.0,277
2471.0,280
3278.0,281
41781.0,282
3440.0,283
23668825.0,284
3702.0,285
4170.0,286
2910.0,287
2343.0,288
2720.0,289
23675744.0,290
6307.0,291
4121.0,292
3639.0,293
2315.0,294
3647.0,295
5560.0,296
2732.0,297
4870.0,298
156418.0,299
3019.0,300
71717894.0,301
60857.0,302
152943.0,303
60875.0,304
4440.0,304
77997.0,305
5358.0,306
59772.0,307
6918119.0,308
4595.0,309
65264.0,310
3510.0,311
5284566.0,311
6918303.0,312
59774.0,313
60758.0,314
16158172.0,315
6918289.0,316
23724530.0,316
5284616.0,317
6442177.0,318
6509979.0,319
5282315.0,320
445643.0,320
406563.0,321
439693.0,322
23663956.0,323
16760703.0,324
3121.0,325
125017.0,326
62878.0,327
146571.0,328
68539.0,329
77995.0,330
9560989.0,331
63009.0,332
9845306.0,333
62857.0,334
3386.0,334
65477.0,335
6918313.0,336
62935.0,337
62923.0,338
11065.0,339
2170.0,340
9800068.0,341
60834.0,342
8228.0,343
24904.0,344
13208114.0,345
54911.0,346
441358.0,347
6603149.0,348
60560.0,349
5281055.0,350
5591.0,351
16129665.0,352
16158474.0,352
11350701.0,354
3463.0,355
3339.0,356
2796.0,357
64929.0,358
70691471.0,360
134018.0,361
135401907.0,362
2094.0,362
54680692.0,363
4760.0,364
54676038.0,365
23706212.0,366
16204922.0,367
3117.0,368
3002977.0,369
5702160.0,370
3325.0,370
50963.0,371
16051987.0,372
4513.0,373
3033637.0,373
47909.0,374
2756.0,375
62984.0,376
5883.0,377
16088021.0,378
11591741.0,379
10096344.0,380
49800073.0,381
36431.0,382
5284373.0,383
772.0,384
636380.0,389
5790.0,390
135413520.0,391
60953.0,392
3385.0,393
44362115.0,399
16133802.0,400
16129617.0,400
16133751.0,400
3899.0,402
54684141.0,403
441350.0,404
71329.0,405
5281065.0,406
441325.0,407
2157.0,407
7638.0,408
9015.0,409
5280795.0,413
5280793.0,414
5288783.0,415
5281104.0,416
5280453.0,417
6441383.0,418
5283731.0,418
5281107.0,419
46705423.0,419
13769.0,420
2187.0,421
3902.0,422
60198.0,423
2145.0,424
41022.0,425
521951.0,426
56959.0,427
44146714.0,447
16137271.0,458
71171.0,459
88922160.0,460
3964.0,461
6240.0,462
135398737.0,463
2818.0,463
22576.0,464
2726.0,465
6433356.0,466
18104.0,466
3168.0,467
71400.0,468
71399.0,469
11237860.0,470
4205.0,471
135398745.0,472
4585.0,472
135566032.0,473
5887.0,474
5281025.0,475
16362.0,476
5073.0,477
3559.0,478
52919.0,479
16051968.0,480
5452.0,481
66062.0,482
66064.0,483
60853.0,484
656685.0,485
11673085.0,486
44278361.0,488
6918427.0,489
9868491.0,490
5311221.0,491
5282226.0,492
5282415.0,493
5311027.0,494
5281074.0,495
45266502.0,495
444000.0,496
11289.0,497
54900.0,498
23663403.0,500
9444.0,501
451668.0,502
443872.0,503
5952.0,504
225609.0,505
5833.0,506
11876263.0,507
68873.0,508
4497.0,509
3333.0,510
6918140.0,511
5311181.0,512
6435378.0,512
6364626.0,513
44154280.0,514
219024.0,514
3108.0,517
5284583.0,518
44152182.0,519
60164.0,520
2197.0,521
3081361.0,522
4236.0,523
9690109.0,524
22382900.0,525
3007.0,526
222898.0,527
11984562.0,528
62884.0,529
154100.0,530
20567238.0,531
5826.0,532
49800024.0,533
5825.0,534
44148177.0,535
91442.0,536
11597697.0,537
9280.0,538
4158.0,539
134129837.0,540
92159.0,541
5462347.0,542
23724882.0,543
71420.0,544
9971980.0,545
64761.0,546
53447387.0,547
6432394.0,548
83932.0,549
13810.0,550
5462350.0,551
6321225.0,552
33544.0,553
5488548.0,554
5750.0,555
14184.0,556
15424.0,557
20831727.0,558
18601660.0,559
60814.0,560
5361917.0,561
65494.0,562
3345.0,563
39371.0,564
9848989.0,565
197194.0,566
3033053.0,567
16051989.0,568
9838021.0,569
24840146.0,570
9848990.0,571
644073.0,571
16051988.0,572
4659569.0,573
5281081.0,574
5824.0,575
5741.0,576
9434.0,577
7550.0,578
121587.0,579
5936.0,580
8307.0,581
10547.0,582
5965.0,583
8288.0,584
135445761.0,585
25102846.0,589
4211.0,592
5865.0,593
443943.0,594
247839.0,595
443936.0,596
9782.0,597
5754.0,598
6436.0,599
223253.0,600
32798.0,601
23694214.0,602
9878.0,603
31312.0,604
65478.0,605
444025.0,606
9865442.0,606
93055.0,607
5755.0,608
82153.0,609
443928.0,610
21800.0,611
443967.0,612
16961.0,613
23680530.0,614
5311066.0,615
6714002.0,616
21700.0,617
71414.0,618
443980.0,619
6918178.0,620
441406.0,621
240767.0,622
6741.0,623
31307.0,624
9642.0,625
9854489.0,626
5311067.0,627
5282492.0,628
6216.0,629
5282494.0,630
443958.0,631
636374.0,632
441409.0,633
5744.0,634
441336.0,635
236702.0,636
26133.0,637
5876.0,638
21826.0,639
5282493.0,640
5284587.0,641
6918155.0,642
6215.0,643
5834.0,644
5281004.0,645
5743.0,646
16533.0,647
5745.0,648
5311412.0,649
5877.0,650
636398.0,651
15209.0,652
444036.0,653
55245.0,654
3052775.0,655
26758.0,656
26757.0,657
444254.0,659
9811704.0,659
31401.0,660
10133.0,661
439302.0,662
148121.0,663
11329481.0,664
49659.0,665
51634.0,666
2733525.0,668
5870.0,669
5757.0,670
9818306.0,671
13791.0,672
60974.0,673
5991.0,674
667476.0,675
9403.0,676
5284555.0,677
6291.0,678
448537.0,679
3054.0,679
117965.0,680
2474.0,681
64737.0,682
441314.0,683
16051931.0,685
71478.0,686
68552.0,687
4771.0,688
14675.0,689
65327.0,690
6100.0,691
86471.0,692
54840.0,693
70969.0,694
11558159.0,695
9802673.0,696
9581.0,697
65015.0,698
6918172.0,700
2578.0,701
25127112.0,702
50992434.0,703
135409471.0,704
66653479.0,706
24812758.0,706
134129852.0,707
70789197.0,707
1254.0,708
9821849.0,709
656583.0,710
5282381.0,711
11626560.0,712
9865528.0,713
16220172.0,715
54684461.0,716
54671203.0,716
54694363.0,717
54686183.0,716
2733.0,719
1548943.0,721
44516822.0,722
42611257.0,723
70683012.0,724
16139605.0,724
157920.0,725
6231.0,726
6917715.0,727
11683.0,728
5832.0,729
6279.0,730
6230.0,731
169870.0,732
9051.0,733
5994.0,734
16051930.0,735
4542.0,735
6540478.0,736
13109.0,735
40973.0,737
130904.0,738
9568628.0,739
62930.0,739
9270.0,740
28417.0,741
24776445.0,742
5342.0,743
