chembl_id,id
CHEMBL1257,1057
CHEMBL1200694,1058
CHEMBL931,1059
CHEMBL1256,1060
CHEMBL2103743,1061
CHEMBL1200952,1062
CHEMBL781,1063
CHEMBL3989830,1064
CHEMBL1703,1065
CHEMBL548,1066
CHEMBL1657,1067
CHEMBL38,1068
CHEMBL1023,1069
CHEMBL705,1070
CHEMBL1131,1071
CHEMBL464,1072
CHEMBL1614,1073
CHEMBL254219,1074
CHEMBL1751,1075
CHEMBL3545057,1076
CHEMBL407,1077
CHEMBL2096631,1078
CHEMBL451,1079
CHEMBL1200703,1080
CHEMBL12,1081
CHEMBL1522,1082
CHEMBL568,1083
CHEMBL979,1084
CHEMBL70418,1085
CHEMBL661,1086
CHEMBL646,1087
CHEMBL454,1088
CHEMBL452,1089
CHEMBL285674,1090
CHEMBL1200802,1091
CHEMBL1200982,1092
CHEMBL1102,1093
CHEMBL580,1094
CHEMBL591,1095
CHEMBL450,1096
CHEMBL30219,1097
CHEMBL1200790,1098
CHEMBL1200420,1099
CHEMBL969,1100
CHEMBL856,1101
CHEMBL526,1102
CHEMBL1200472,1103
CHEMBL448,1104
CHEMBL971,1105
CHEMBL1200903,1106
CHEMBL967,1107
CHEMBL1201065,1108
CHEMBL738,1109
CHEMBL681,1110
CHEMBL3989724,1111
CHEMBL970,1112
CHEMBL1200789,1113
CHEMBL3989820,1114
CHEMBL1521,1115
CHEMBL1200969,1116
CHEMBL1200556,1117
CHEMBL1200690,1118
CHEMBL608,1119
CHEMBL1607,1120
CHEMBL1201780,1121
CHEMBL1542,1122
CHEMBL1200751,1123
CHEMBL1200400,1124
CHEMBL1201438,1125
CHEMBL1201605,1126
CHEMBL1201439,1127
CHEMBL1201608,1128
CHEMBL1201670,1129
CHEMBL2109047,1130
CHEMBL2108508,1131
CHEMBL1201558,1132
CHEMBL1201562,1133
CHEMBL1201560,1134
CHEMBL1201561,1135
CHEMBL1201563,1136
CHEMBL1201557,1137
CHEMBL1201564,1138
CHEMBL1201835,1139
CHEMBL1237022,1140
CHEMBL544665,1141
CHEMBL803,1142
CHEMBL1200382,1143
CHEMBL1059,1144
CHEMBL940,1145
CHEMBL1628502,1146
CHEMBL1201486,1147
CHEMBL1889140,1148
CHEMBL918,1149
CHEMBL1200654,1150
CHEMBL944,1151
CHEMBL1200606,1152
CHEMBL744,1153
CHEMBL1200715,1154
CHEMBL1201022,1155
CHEMBL1200437,1156
CHEMBL1095,1157
CHEMBL1201020,1158
CHEMBL1200478,1159
CHEMBL3707183,1160
CHEMBL1194,1161
CHEMBL1611,1162
CHEMBL1200443,1163
CHEMBL1200841,1164
CHEMBL861,1165
CHEMBL108,1166
CHEMBL1200819,1167
CHEMBL698,1168
CHEMBL58323,1169
CHEMBL1200440,1170
CHEMBL1200334,1171
CHEMBL1200597,1172
CHEMBL605,1173
CHEMBL1200464,1174
CHEMBL1769,1175
CHEMBL1201754,1176
CHEMBL1068,1177
CHEMBL16,1162
CHEMBL1200586,1178
